case_id,policy_id,cluster,t,state,next_state,action,group,item_id,reward,cost,x1,x2,target_prob,behavior_prob,source_id
public-003,P3,0,6,1,0,0,1,2306,0.348556186699,0.398935938880,0.240042571663,0.096588393923,0.694823078805,0.195000000000,538635
public-003,P3,0,7,0,1,0,0,2307,-0.284883931751,0.508043262824,0.188475563586,-0.240000000000,0.338587606916,0.160000000000,538626
public-003,P3,1,0,2,3,1,1,2310,-0.174649119150,0.892140175778,0.350000000000,0.123718970730,0.591255346099,0.160000000000,538566
public-003,P3,1,1,3,1,3,0,2311,0.199856825183,1.171007629678,0.235075576467,-0.183551996776,0.801670407878,0.265000000000,538541
public-003,P3,1,2,1,0,2,0,2312,0.207157822317,0.858773646237,-0.004036709137,0.096588393923,0.427609089223,0.160000000000,538518
public-003,P3,1,3,0,1,3,1,2313,0.540083659554,1.243987336035,-0.147498124150,-0.240000000000,0.574056340838,0.160000000000,538566
public-003,P3,1,4,1,3,1,0,2314,0.407009409978,0.841727020314,-0.063410905216,0.096588393923,0.838322011873,0.265000000000,538524
public-003,P3,1,5,3,2,0,0,2315,0.495390065284,0.704388629056,0.170915546366,-0.183551996776,0.415419124746,0.160000000000,538524
public-003,P3,1,6,2,3,1,1,2316,0.347640795824,0.815373421085,0.340042571663,0.123718970730,0.570111244148,0.160000000000,538629
public-003,P3,1,7,3,1,3,0,2317,0.264012265458,1.187221969322,0.288475563586,-0.183551996776,0.870736041622,0.265000000000,538626
public-003,P3,2,0,3,1,2,1,2320,0.004126488686,1.087278101544,0.450000000000,-0.183551996776,0.979266666977,0.265000000000,538566
public-003,P3,2,1,1,0,1,1,2321,0.171853268352,0.840311300821,0.335075576467,0.096588393923,0.484027416078,0.160000000000,538524
public-003,P3,2,2,0,1,1,0,2322,0.290052372474,0.945050258793,0.095963290863,-0.240000000000,0.708227554025,0.265000000000,538638
public-003,P3,2,3,1,3,0,1,2323,0.024073080759,0.695375088424,-0.047498124150,0.096588393923,0.950780814513,0.265000000000,538566
public-003,P3,2,4,3,2,3,1,2324,0.349690199976,1.153392542033,0.036589094784,-0.183551996776,0.506156686414,0.160000000000,538591
public-003,P3,2,5,2,3,3,0,2325,0.327838280057,1.335890433304,0.270915546366,0.123718970730,0.688037925361,0.265000000000,538633
public-003,P3,2,6,3,1,2,1,2326,0.183037665538,1.039276839998,0.440042571663,-0.183551996776,0.944246748120,0.265000000000,538625
public-003,P3,2,7,1,0,1,1,2327,-0.285437380851,0.872435844659,0.388475563586,0.096588393923,0.525727421357,0.160000000000,538566
public-003,P3,3,0,0,3,3,1,2330,-0.062600029292,1.456409837018,0.550000000000,-0.240000000000,0.849929560018,0.230000000000,538518
public-003,P3,3,1,3,0,3,0,2331,0.059201798513,1.307123184059,0.435075576467,-0.183551996776,0.589908413344,0.195000000000,538523
public-003,P3,3,2,0,2,1,1,2332,0.526798513378,0.941800000292,0.195963290863,-0.240000000000,0.427609089223,0.160000000000,538524
public-003,P3,3,3,2,1,1,1,2333,0.209320085582,1.076339352234,0.052501875850,0.123718970730,0.825205989955,0.230000000000,538629
public-003,P3,3,4,1,2,1,0,2334,0.309565774401,1.097136151929,0.136589094784,0.096588393923,0.616878461567,0.195000000000,538625
public-003,P3,3,5,2,0,3,1,2335,0.580181303446,1.349514788721,0.370915546366,0.123718970730,0.415419124746,0.160000000000,538635
public-003,P3,3,6,0,3,3,1,2336,0.301604971396,1.421834717170,0.540042571663,-0.240000000000,0.819534913463,0.230000000000,538566
public-003,P3,3,7,3,0,3,0,2337,0.321152814978,1.495610965847,0.488475563586,-0.183551996776,0.640730294779,0.195000000000,538524
public-004,P0,0,0,3,2,3,0,3000,0.174021190260,1.146438025124,0.250000000000,0.056448003224,0.216487997975,0.230000000000,538566
public-004,P0,0,1,2,3,3,1,3001,0.713218315056,1.158636941555,0.135075576467,0.363718970730,0.144935036312,0.195000000000,538524
public-004,P0,0,2,3,1,1,0,3002,0.649239912853,0.653299842053,-0.104036709137,0.056448003224,0.100767972839,0.160000000000,538566
public-004,P0,0,3,1,0,1,0,3003,0.680000184212,0.801820873595,-0.247498124150,0.336588393923,0.242411873679,0.230000000000,538518
public-004,P0,0,4,0,1,1,1,3004,0.785981423542,0.543929335292,-0.163410905216,0.000000000000,0.169380593983,0.195000000000,538523
public-004,P0,0,5,1,3,3,0,3005,0.354942220620,1.053958622879,0.070915546366,0.336588393923,0.106499819898,0.160000000000,538638
public-004,P0,0,6,3,2,3,0,3006,0.643754642907,0.925052088022,0.240042571663,0.056448003224,0.220204711398,0.230000000000,538524
public-004,P0,0,7,2,3,3,1,3007,0.304498963118,1.117781403622,0.188475563586,0.363718970730,0.144459666214,0.195000000000,538566
public-004,P0,1,0,0,1,0,0,3010,0.212712865480,0.638971314217,0.350000000000,0.000000000000,0.183544172196,0.195000000000,538533
public-004,P0,1,1,1,3,2,1,3011,0.881880165686,0.927786402683,0.235075576467,0.336588393923,0.118921055435,0.160000000000,538524
public-004,P0,1,2,3,2,1,1,3012,0.851775256711,0.811881894151,-0.004036709137,0.056448003224,0.122810966897,0.195000000000,538566
public-004,P0,1,3,2,3,2,0,3013,0.956758716722,0.981302803024,-0.147498124150,0.363718970730,0.205523110293,0.195000000000,538524
public-004,P0,1,4,3,1,0,1,3014,1.032273610326,0.480893898991,-0.063410905216,0.056448003224,0.089507504861,0.160000000000,538566
public-004,P0,1,5,1,0,3,1,3015,0.281437258264,1.220304534860,0.170915546366,0.336588393923,0.129796655501,0.195000000000,538518
public-004,P0,1,6,0,1,0,0,3016,0.505357296340,0.522214248265,0.340042571663,0.000000000000,0.186695298794,0.195000000000,538524
public-004,P0,1,7,1,3,2,1,3017,0.621014726668,0.851180878661,0.288475563586,0.336588393923,0.118531008175,0.160000000000,538631
public-004,P0,2,0,1,3,1,0,3020,0.538563957327,0.926628017716,0.450000000000,0.336588393923,0.150600346417,0.160000000000,538524
public-004,P0,2,1,3,2,0,0,3021,0.822605781842,0.654911344206,0.335075576467,0.056448003224,0.093343442076,0.195000000000,538645
public-004,P0,2,2,2,3,0,1,3022,0.624234170606,0.664807900388,0.095963290863,0.363718970730,0.100767972839,0.160000000000,538524
public-004,P0,2,3,3,1,3,0,3023,0.746818177413,1.376430914893,-0.047498124150,0.056448003224,0.168634346907,0.160000000000,538566
public-004,P0,2,4,1,0,2,0,3024,1.223888301361,1.187304806956,0.036589094784,0.336588393923,0.169380593983,0.195000000000,538541
public-004,P0,2,5,0,1,2,1,3025,0.822201982638,0.973326270030,0.270915546366,0.000000000000,0.106499819898,0.160000000000,538591
public-004,P0,2,6,1,3,1,0,3026,0.540897276428,1.006531387876,0.440042571663,0.336588393923,0.153185886190,0.160000000000,538597
public-004,P0,2,7,3,2,0,0,3027,0.578163012213,0.607772526338,0.388475563586,0.056448003224,0.093037286419,0.195000000000,538524
public-004,P0,3,0,2,1,2,0,3030,0.547331252979,1.101192733887,0.550000000000,0.363718970730,0.249431823753,0.265000000000,538636
public-004,P0,3,1,1,2,2,1,3031,0.665728344839,1.249268277071,0.435075576467,0.336588393923,0.170949017188,0.230000000000,538524
public-004,P0,3,2,2,0,0,0,3032,0.359587710252,0.936318348274,0.195963290863,0.363718970730,0.122810966897,0.195000000000,538537
public-004,P0,3,3,0,3,0,0,3033,0.616366515565,0.958113833225,0.052501875850,0.000000000000,0.279300637065,0.265000000000,538635
public-004,P0,3,4,3,0,0,1,3034,0.792365972957,0.749221131414,0.136589094784,0.056448003224,0.128667038238,0.230000000000,538566
public-004,P0,3,5,0,2,2,0,3035,0.633043792147,1.284682168268,0.370915546366,0.000000000000,0.129796655501,0.195000000000,538525
public-004,P0,3,6,2,1,2,0,3036,0.626268827474,1.227771645150,0.540042571663,0.363718970730,0.253714124001,0.265000000000,538524
public-004,P0,3,7,1,2,2,1,3037,0.824537713754,1.148905876330,0.488475563586,0.336588393923,0.170388324252,0.230000000000,538518
public-004,P1,0,0,0,1,1,1,3100,0.565710979891,0.619086733690,0.250000000000,-0.080000000000,0.331009878153,0.195000000000,538524
public-004,P1,0,1,1,3,3,0,3101,0.361317798549,0.929189650975,0.135075576467,0.256588393923,0.192799757879,0.160000000000,538566
public-004,P1,0,2,3,2,2,0,3102,0.426718275498,0.926071126466,-0.104036709137,-0.023551996776,0.188684012645,0.195000000000,538566
public-004,P1,0,3,2,3,3,1,3103,1.077947557949,1.062659853534,-0.247498124150,0.283718970730,0.331042957201,0.195000000000,538634
public-004,P1,0,4,3,1,1,0,3104,0.715793511376,0.607100080096,-0.163410905216,-0.023551996776,0.196790861860,0.160000000000,538636
public-004,P1,0,5,1,0,0,0,3105,0.440688893996,0.369270933987,0.070915546366,0.256588393923,0.185475088425,0.195000000000,538524
public-004,P1,0,6,0,1,1,1,3106,0.363082612095,0.607647576459,0.240042571663,-0.080000000000,0.328992573849,0.195000000000,538537
public-004,P1,0,7,1,3,3,0,3107,0.299907063311,1.132557837910,0.188475563586,0.256588393923,0.201233456761,0.160000000000,538635
public-004,P1,1,0,1,3,2,1,3110,0.288577755311,0.877136952613,0.350000000000,0.256588393923,0.271597848741,0.160000000000,538518
public-004,P1,1,1,3,2,1,1,3111,0.417757522409,0.737008181365,0.235075576467,-0.023551996776,0.234974704915,0.195000000000,538524
public-004,P1,1,2,2,3,1,0,3112,0.208450675727,0.880549195225,-0.004036709137,0.283718970730,0.154817651401,0.160000000000,538524
public-004,P1,1,3,3,1,0,1,3113,0.976884113860,0.515991297780,-0.147498124150,-0.023551996776,0.271624990524,0.160000000000,538566
public-004,P1,1,4,1,0,3,1,3114,0.503874611856,1.263660847607,-0.063410905216,0.256588393923,0.239838862892,0.195000000000,538627
public-004,P1,1,5,0,1,3,0,3115,0.465811883937,1.091954475836,0.170915546366,-0.080000000000,0.152184687938,0.160000000000,538524
public-004,P1,1,6,1,3,2,1,3116,0.334510364374,0.883211122971,0.340042571663,0.256588393923,0.269942624696,0.160000000000,538533
public-004,P1,1,7,3,2,1,1,3117,0.459634325317,0.696162888870,0.288475563586,-0.023551996776,0.245253275428,0.195000000000,538524
public-004,P1,2,0,2,1,3,1,3120,0.805934691162,1.299139844318,0.450000000000,0.283718970730,0.449833936977,0.265000000000,538626
public-004,P1,2,1,1,2,3,0,3121,0.602648546604,1.387063569239,0.335075576467,0.256588393923,0.277149651951,0.230000000000,538525
public-004,P1,2,2,2,0,1,1,3122,0.185160505430,0.857554918341,0.095963290863,0.283718970730,0.188684012645,0.195000000000,538524
public-004,P1,2,3,0,3,1,1,3123,0.725999656542,0.836558130284,-0.047498124150,-0.080000000000,0.449878890555,0.265000000000,538625
public-004,P1,2,4,3,0,1,0,3124,0.738244313510,0.939755858706,0.036589094784,-0.023551996776,0.282886863923,0.230000000000,538566
public-004,P1,2,5,0,2,3,1,3125,0.382481346204,1.252427579422,0.270915546366,-0.080000000000,0.185475088425,0.195000000000,538541
public-004,P1,2,6,2,1,3,1,3126,0.568297972023,1.156924720313,0.440042571663,0.283718970730,0.447092472153,0.265000000000,538518
public-004,P1,2,7,1,2,3,0,3127,-0.059561156830,1.150851650752,0.388475563586,0.256588393923,0.289273094094,0.230000000000,538566
public-004,P1,3,0,3,0,0,1,3130,0.847876821317,0.889255583885,0.550000000000,-0.023551996776,0.390421907565,0.230000000000,538626
public-004,P1,3,1,0,2,2,0,3131,0.576323292548,1.349599682118,0.435075576467,-0.080000000000,0.234974704915,0.195000000000,538523
public-004,P1,3,2,2,1,1,0,3132,0.333381796964,1.167541468753,0.195963290863,0.283718970730,0.222550373889,0.230000000000,538566
public-004,P1,3,3,1,2,2,1,3133,0.984640986397,1.328803992341,0.052501875850,0.256588393923,0.390460923878,0.230000000000,538635
public-004,P1,3,4,2,0,0,0,3134,0.554428996768,0.767164875573,0.136589094784,0.283718970730,0.154464962893,0.195000000000,538566
public-004,P1,3,5,0,3,3,0,3135,0.500196447114,1.379941635383,0.370915546366,-0.080000000000,0.218765488911,0.230000000000,538524
public-004,P1,3,6,3,0,0,1,3136,0.741310094491,0.856309744449,0.540042571663,-0.023551996776,0.388042523001,0.230000000000,538638
public-004,P1,3,7,0,2,2,0,3137,0.136576573367,1.208130966444,0.488475563586,-0.080000000000,0.245253275428,0.195000000000,538566
public-004,P2,0,0,1,3,3,0,3200,0.352296595898,0.941192317175,0.250000000000,0.176588393923,0.377001053470,0.160000000000,538566
public-004,P2,0,1,3,2,2,0,3201,0.002644519406,0.876971581503,0.135075576467,-0.103551996776,0.405460146264,0.195000000000,538524
public-004,P2,0,2,2,3,2,1,3202,0.434335273703,0.888879923203,-0.104036709137,0.203718970730,0.238673100538,0.160000000000,538524
public-004,P2,0,3,3,1,1,0,3203,0.374078331381,0.727282050273,-0.247498124150,-0.103551996776,0.420778373495,0.160000000000,538629
public-004,P2,0,4,1,0,0,0,3204,0.195066031436,0.424363297539,-0.163410905216,0.176588393923,0.230569720004,0.195000000000,538626
public-004,P2,0,5,0,1,0,1,3205,0.184576034442,0.433208264976,0.070915546366,-0.160000000000,0.273604570186,0.160000000000,538523
public-004,P2,0,6,1,3,3,0,3206,0.040080919025,1.096100182392,0.240042571663,0.176588393923,0.363627970280,0.160000000000,538566
public-004,P2,0,7,3,2,2,0,3207,-0.004103546928,0.962859580148,0.188475563586,-0.103551996776,0.416960922915,0.195000000000,538635
public-004,P2,1,0,2,1,0,0,3210,0.301141790091,0.550705864595,0.350000000000,0.203718970730,0.624407994809,0.265000000000,538566
public-004,P2,1,1,1,2,0,1,3211,0.557807952415,0.588463321740,0.235075576467,0.176588393923,0.308000786375,0.230000000000,538591
public-004,P2,1,2,2,0,2,0,3212,0.410952253822,1.013203728714,-0.004036709137,0.203718970730,0.290882841281,0.195000000000,538633
public-004,P2,1,3,0,3,2,0,3213,0.206596679322,0.854067968406,-0.147498124150,-0.160000000000,0.696914181101,0.265000000000,538625
public-004,P2,1,4,3,0,2,1,3214,0.607529322667,0.867547202223,-0.063410905216,-0.103551996776,0.422264983501,0.230000000000,538566
public-004,P2,1,5,0,2,0,0,3215,0.270816865219,0.538794488541,0.170915546366,-0.160000000000,0.333455569915,0.195000000000,538566
public-004,P2,1,6,2,1,0,0,3216,-0.052910387718,0.641349531436,0.340042571663,0.203718970730,0.602258825776,0.265000000000,538566
public-004,P2,1,7,1,2,0,1,3217,-0.050782734940,0.710211715946,0.288475563586,0.176588393923,0.316737152415,0.230000000000,538566
public-004,P2,2,0,3,0,1,0,3220,-0.155468571797,0.814067218684,0.450000000000,-0.103551996776,0.541939014363,0.230000000000,538629
public-004,P2,2,1,0,2,3,1,3221,0.393892880324,1.253055619805,0.335075576467,-0.160000000000,0.405460146264,0.195000000000,538625
public-004,P2,2,2,2,1,2,1,3222,0.244884461253,1.203384967797,0.095963290863,0.203718970730,0.343092582024,0.230000000000,538635
public-004,P2,2,3,1,2,3,0,3223,0.661167269440,1.301014725705,-0.047498124150,0.176588393923,0.604868911899,0.230000000000,538566
public-004,P2,2,4,2,0,1,1,3224,0.166462651772,0.967055938986,0.036589094784,0.203718970730,0.358007268620,0.195000000000,538524
public-004,P2,2,5,0,3,0,1,3225,0.140562375311,0.771594853361,0.270915546366,-0.160000000000,0.393306569643,0.230000000000,538518
public-004,P2,2,6,3,0,1,0,3226,-0.047987902219,0.835226432580,0.440042571663,-0.103551996776,0.522715207277,0.230000000000,538592
public-004,P2,2,7,0,2,3,1,3227,0.217926012833,1.184771200219,0.388475563586,-0.160000000000,0.416960922915,0.195000000000,538524
public-004,P2,3,0,0,2,2,0,3230,0.178924397532,1.072688236398,0.550000000000,-0.160000000000,0.459470033916,0.195000000000,538524
public-004,P2,3,1,2,1,1,0,3231,-0.047014396242,1.132111518133,0.435075576467,0.203718970730,0.478235044312,0.230000000000,538634
public-004,P2,3,2,1,2,1,1,3232,0.516782677587,1.003169973552,0.195963290863,0.176588393923,0.290882841281,0.195000000000,538567
public-004,P2,3,3,2,0,0,0,3233,0.521999911726,0.961238746298,0.052501875850,0.203718970730,0.512823642697,0.195000000000,538566
public-004,P2,3,4,0,3,3,0,3234,0.455898968801,1.519814642568,0.136589094784,-0.160000000000,0.422264983501,0.230000000000,538566
public-004,P2,3,5,3,0,3,1,3235,0.629137113239,1.408614920311,0.370915546366,-0.103551996776,0.333455569915,0.195000000000,538524
public-004,P2,3,6,0,2,2,0,3236,0.207619825336,1.230233673112,0.540042571663,-0.160000000000,0.443171588778,0.195000000000,538518
public-004,P2,3,7,2,1,1,0,3237,-0.211739376148,1.049170471720,0.488475563586,0.203718970730,0.491800062926,0.230000000000,538635
public-004,P3,0,0,2,1,1,1,3300,-0.031928132329,0.782492895827,0.250000000000,0.123718970730,0.998942840858,0.265000000000,538524
public-004,P3,0,1,1,2,1,0,3301,0.222751180784,0.713982898020,0.135075576467,0.096588393923,0.765948495310,0.230000000000,538524
public-004,P3,0,2,2,0,3,1,3302,0.828853690068,1.078434684836,-0.104036709137,0.123718970730,0.450587951840,0.195000000000,538635
public-004,P3,0,3,0,3,3,1,3303,0.011309774689,0.941719597894,-0.247498124150,-0.240000000000,1.044613551735,0.265000000000,538637
public-004,P3,0,4,3,0,3,0,3304,0.585815801723,0.894714783314,-0.163410905216,-0.183551996776,0.744113400632,0.230000000000,538524
public-004,P3,0,5,0,2,1,1,3305,0.398112074990,0.612337806238,0.070915546366,-0.240000000000,0.447491368960,0.195000000000,538634
public-004,P3,0,6,2,1,1,1,3306,0.288953899715,0.653531774112,0.240042571663,0.123718970730,1.085003919949,0.265000000000,538567
public-004,P3,0,7,1,2,1,0,3307,0.026121064359,0.791582082893,0.188475563586,0.096588393923,0.713010012385,0.230000000000,538566
public-004,P3,1,0,3,0,2,1,3310,0.286474290172,0.997672800988,0.350000000000,-0.183551996776,0.867006993952,0.230000000000,538635
public-004,P3,1,1,0,2,0,0,3311,-0.029628173688,0.518229074031,0.235075576467,-0.240000000000,0.418231529967,0.195000000000,538527
public-004,P3,1,2,2,1,3,0,3312,0.355685108230,1.052838227871,-0.004036709137,0.123718970730,0.531462712427,0.230000000000,538518
public-004,P3,1,3,1,2,0,1,3313,0.387221198667,0.564755427116,-0.147498124150,0.096588393923,0.906645724147,0.230000000000,538645
public-004,P3,1,4,2,0,2,0,3314,0.398565527586,1.075599872181,-0.063410905216,0.123718970730,0.630878752710,0.195000000000,538635
public-004,P3,1,5,0,3,1,0,3315,0.768208341588,0.879684234846,0.170915546366,-0.240000000000,0.527810332619,0.230000000000,538524
public-004,P3,1,6,3,0,2,1,3316,0.387507658304,0.886465026244,0.340042571663,-0.183551996776,0.941701515428,0.230000000000,538520
public-004,P3,1,7,0,2,0,0,3317,0.078020321983,0.721530923413,0.288475563586,-0.240000000000,0.389325483616,0.195000000000,538558
public-004,P3,2,0,0,2,3,1,3320,-0.062261810386,1.293406657043,0.450000000000,-0.240000000000,0.735071147046,0.195000000000,538524
public-004,P3,2,1,2,1,2,1,3321,0.184410092197,1.148163006430,0.335075576467,0.123718970730,0.765948495310,0.230000000000,538566
public-004,P3,2,2,1,2,2,0,3322,0.482062913536,1.082894164309,0.095963290863,0.096588393923,0.450587951840,0.195000000000,538524
public-004,P3,2,3,2,0,1,1,3323,0.180806020134,0.857488316678,-0.047498124150,0.123718970730,0.768677896559,0.195000000000,538524
public-004,P3,2,4,0,3,0,1,3324,0.153910112773,0.734080933295,0.036589094784,-0.240000000000,0.479236131423,0.230000000000,538636
public-004,P3,2,5,3,0,0,0,3325,0.453635521587,0.615394982590,0.270915546366,-0.183551996776,0.447491368960,0.195000000000,538524
public-004,P3,2,6,0,2,3,1,3326,0.103722667442,1.394777511211,0.440042571663,-0.240000000000,0.798399110906,0.195000000000,538566
public-004,P3,2,7,2,1,2,1,3327,-0.208442362356,0.952415627344,0.388475563586,0.123718970730,0.713010012385,0.230000000000,538566
public-004,P3,3,0,1,0,0,1,3330,-0.249569170617,0.970100460318,0.550000000000,0.096588393923,0.603135300141,0.160000000000,538637
public-004,P3,3,1,0,1,0,0,3331,-0.145042943645,0.929468921027,0.435075576467,-0.240000000000,0.568365925340,0.265000000000,538524
public-004,P3,3,2,1,3,2,1,3332,0.443148487787,1.153144138391,0.195963290863,0.096588393923,0.531462712427,0.230000000000,538635
public-004,P3,3,3,3,2,2,1,3333,-0.007483886016,1.233832461706,0.052501875850,-0.183551996776,0.630710068972,0.160000000000,538524
public-004,P3,3,4,2,3,2,0,3334,0.415044768820,1.346856663380,0.136589094784,0.123718970730,0.857348048554,0.265000000000,538625
public-004,P3,3,5,3,1,0,1,3335,0.462067002670,0.947385369281,0.370915546366,-0.183551996776,0.527810332619,0.230000000000,538524
public-004,P3,3,6,1,0,0,1,3336,0.342431971449,0.767836955127,0.540042571663,0.096588393923,0.655096706385,0.160000000000,538566
public-004,P3,3,7,0,1,0,0,3337,0.141200655361,0.890011301447,0.488475563586,-0.240000000000,0.529083349530,0.265000000000,538576
public-005,P0,0,0,0,3,0,0,4000,0.745817989004,0.515769526878,0.250000000000,0.000000000000,0.148184759955,0.160000000000,538566
public-005,P0,0,1,3,0,0,1,4001,0.649620817894,0.462579656265,0.135075576467,0.056448003224,0.133937943722,0.265000000000,538627
public-005,P0,0,2,0,2,2,0,4002,0.601903263082,0.782210518465,-0.104036709137,0.000000000000,0.156122075552,0.230000000000,538524
public-005,P0,0,3,2,1,2,0,4003,0.947337636657,0.843227774977,-0.247498124150,0.363718970730,0.173178434277,0.160000000000,538533
public-005,P0,0,4,1,2,2,1,4004,0.954474330107,0.924155373347,-0.163410905216,0.336588393923,0.219795881610,0.265000000000,538524
public-005,P0,0,5,2,0,0,0,4005,0.198949755172,0.605305413511,0.070915546366,0.363718970730,0.141819854234,0.230000000000,538626
public-005,P0,0,6,0,3,0,0,4006,0.520672861646,0.475363997062,0.240042571663,0.000000000000,0.147698731140,0.160000000000,538566
public-005,P0,0,7,3,0,0,1,4007,0.477353110371,0.454803722226,0.188475563586,0.056448003224,0.131210642856,0.265000000000,538635
public-005,P0,1,0,1,2,1,0,4010,0.550188475975,0.744873740030,0.350000000000,0.336588393923,0.245431008675,0.265000000000,538625
public-005,P0,1,1,2,0,3,1,4011,0.856463822091,1.235667318472,0.235075576467,0.363718970730,0.180499150081,0.230000000000,538566
public-005,P0,1,2,0,3,2,1,4012,0.735419688190,1.088360359334,-0.004036709137,0.000000000000,0.179879782702,0.265000000000,538541
public-005,P0,1,3,3,0,3,0,4013,0.844236397272,1.174407759119,-0.147498124150,0.056448003224,0.286826781771,0.265000000000,538518
public-005,P0,1,4,0,2,1,1,4014,0.597574987514,0.743129920146,-0.063410905216,0.000000000000,0.190766236869,0.230000000000,538566
public-005,P0,1,5,2,1,0,1,4015,0.491486202599,0.535951187993,0.170915546366,0.363718970730,0.163401136400,0.265000000000,538524
public-005,P0,1,6,1,2,1,0,4016,0.598305222414,0.901043929948,0.340042571663,0.336588393923,0.244626023451,0.265000000000,538524
public-005,P0,1,7,2,0,3,1,4017,0.216726395038,1.260290704693,0.288475563586,0.363718970730,0.176823750305,0.230000000000,538629
public-005,P0,2,0,2,0,2,0,4020,0.533659416577,0.967310528904,0.450000000000,0.363718970730,0.213015592435,0.230000000000,538635
public-005,P0,2,1,0,3,1,0,4021,0.977924376996,0.800007044013,0.335075576467,0.000000000000,0.207966412049,0.265000000000,538566
public-005,P0,2,2,3,0,1,1,4022,0.583714929000,0.797833329700,0.095963290863,0.056448003224,0.156122075552,0.230000000000,538524
public-005,P0,2,3,0,2,0,0,4023,0.489100117849,0.791706223797,-0.047498124150,0.000000000000,0.248943999273,0.230000000000,538638
public-005,P0,2,4,2,1,3,0,4024,1.085858046777,1.219749808366,0.036589094784,0.363718970730,0.219795881610,0.265000000000,538566
public-005,P0,2,5,1,2,3,1,4025,0.694327747029,1.333010062590,0.270915546366,0.336588393923,0.141819854234,0.230000000000,538591
public-005,P0,2,6,2,0,2,0,4026,0.168257333646,1.195381789522,0.440042571663,0.363718970730,0.212316926014,0.230000000000,538633
public-005,P0,2,7,0,3,1,0,4027,0.403347587007,0.965561955271,0.388475563586,0.000000000000,0.203731712307,0.265000000000,538625
public-005,P0,3,0,3,2,3,0,4030,0.634698798136,1.453861117463,0.550000000000,0.056448003224,0.180600176195,0.195000000000,538566
public-005,P0,3,1,2,3,3,1,4031,1.192256244686,1.254059024602,0.435075576467,0.363718970730,0.125564626143,0.160000000000,538518
public-005,P0,3,2,3,1,1,0,4032,0.368624327478,1.133055294363,0.195963290863,0.056448003224,0.179879782702,0.265000000000,538523
public-005,P0,3,3,1,0,1,0,4033,0.436942679750,0.904567247968,0.052501875850,0.336588393923,0.211061216775,0.195000000000,538524
public-005,P0,3,4,0,1,1,1,4034,0.967348357964,1.001741919757,0.136589094784,0.000000000000,0.132706947387,0.160000000000,538629
public-005,P0,3,5,1,3,3,0,4035,0.323278441963,1.290950141040,0.370915546366,0.336588393923,0.163401136400,0.265000000000,538625
public-005,P0,3,6,3,2,3,0,4036,0.235699838261,1.390189411545,0.540042571663,0.056448003224,0.180007828577,0.195000000000,538635
public-005,P0,3,7,2,3,3,1,4037,0.403385125866,1.341627392764,0.488475563586,0.363718970730,0.123007826299,0.160000000000,538566
public-005,P1,0,0,1,2,2,1,4100,0.476918622987,0.921903728646,0.250000000000,0.256588393923,0.397902952302,0.265000000000,538625
public-005,P1,0,1,2,0,0,0,4101,0.241213523969,0.374848634165,0.135075576467,0.283718970730,0.178600858540,0.230000000000,538566
public-005,P1,0,2,0,3,3,0,4102,0.801737370543,0.974712391391,-0.104036709137,-0.080000000000,0.289738390594,0.265000000000,538566
public-005,P1,0,3,3,0,0,1,4103,0.510515119122,0.549270644335,-0.247498124150,-0.023551996776,0.406139850908,0.265000000000,538566
public-005,P1,0,4,0,2,2,0,4104,0.402455793495,0.813914890239,-0.163410905216,-0.080000000000,0.272598585188,0.230000000000,538566
public-005,P1,0,5,2,1,1,0,4105,0.527275106744,0.604321223473,0.070915546366,0.283718970730,0.287943835659,0.265000000000,538518
public-005,P1,0,6,1,2,2,1,4106,0.521443861962,0.936940835106,0.240042571663,0.256588393923,0.415308543061,0.265000000000,538523
public-005,P1,0,7,2,0,0,0,4107,0.243659764051,0.459056699610,0.188475563586,0.283718970730,0.173405544660,0.230000000000,538524
public-005,P1,1,0,2,0,3,1,4110,0.841985192112,1.069279426463,0.350000000000,0.283718970730,0.345349732187,0.230000000000,538566
public-005,P1,1,1,0,3,2,1,4111,0.651693715621,1.078514354055,0.235075576467,-0.080000000000,0.319514926982,0.265000000000,538524
public-005,P1,1,2,3,0,2,0,4112,0.391727211705,1.100663779667,-0.004036709137,-0.023551996776,0.251471055987,0.230000000000,538518
public-005,P1,1,3,0,2,1,1,4113,0.833541514901,0.832927016469,-0.147498124150,-0.080000000000,0.352498738524,0.230000000000,538592
public-005,P1,1,4,2,1,0,1,4114,0.321026251180,0.574111977653,-0.063410905216,0.283718970730,0.202279589379,0.265000000000,538524
public-005,P1,1,5,1,2,0,0,4115,0.552143794886,0.600175192054,0.170915546366,0.256588393923,0.249913517742,0.230000000000,538524
public-005,P1,1,6,2,0,3,1,4116,0.623086727525,1.268835794524,0.340042571663,0.283718970730,0.360456471336,0.230000000000,538635
public-005,P1,1,7,0,3,2,1,4117,-0.247266096465,0.843609390844,0.288475563586,-0.080000000000,0.310220568891,0.265000000000,538637
public-005,P1,2,0,3,2,0,1,4120,0.422764196191,0.849011545372,0.450000000000,-0.023551996776,0.292796512072,0.195000000000,538566
public-005,P1,2,1,2,3,0,0,4121,0.627480690145,0.685899138248,0.335075576467,0.283718970730,0.124244075506,0.160000000000,538566
public-005,P1,2,2,3,1,2,1,4122,0.335184078612,1.032164482459,0.095963290863,-0.023551996776,0.289738390594,0.265000000000,538524
public-005,P1,2,3,1,0,2,1,4123,0.646550316160,1.225284141111,-0.047498124150,0.256588393923,0.298857626140,0.195000000000,538518
